Codice,Comune,Cod_prov,Provincia,Pop2011,Pop2014
03020052,RONCOFERRARO,20,MANTOVA,7309.0,7193.0
03020064,SUSTINENTE,20,MANTOVA,2238.0,2133.0
03020007,BOZZOLO,20,MANTOVA,4185.0,4231.0
03020024,GAZOLDO DEGLI IPPOLITI,20,MANTOVA,3033.0,3003.0
03020048,REDONDESCO,20,MANTOVA,1329.0,1307.0
03020001,ACQUANEGRA SUL CHIESE,20,MANTOVA,3061.0,2978.0
03020059,SAN MARTINO DALL`ARGINE,20,MANTOVA,1829.0,1748.0
03020016,CASTELLUCCHIO,20,MANTOVA,5190.0,5238.0
03020045,PORTO MANTOVANO,20,MANTOVA,16123.0,16369.0
03020051,RODIGO,20,MANTOVA,5399.0,5408.0
03020057,SAN GIORGIO DI MANTOVA,20,MANTOVA,9482.0,9595.0
03020071,BORGO VIRGILIO,20,MANTOVA,14855.0,14722.0
03013126,LEZZENO,13,COMO,2054.0,2064.0
03013074,COLONNO,13,COMO,539.0,517.0
03013203,SALA COMACINA,13,COMO,598.0,566.0
03013120,LAINO,13,COMO,524.0,513.0
03013250,BELLAGIO,13,COMO,3798.0,3834.0
03013187,PONNA,13,COMO,266.0,258.0
03013113,GRIANTE,13,COMO,636.0,633.0
03013071,CLAINO CON OSTENO,13,COMO,554.0,549.0
03013021,BENE LARIO,13,COMO,365.0,325.0
03013145,MENAGGIO,13,COMO,3273.0,3157.0
03013189,PORLEZZA,13,COMO,4648.0,4890.0
03013236,VELESO,13,COMO,278.0,244.0
03013011,ARGEGNO,13,COMO,693.0,688.0
03013161,NESSO,13,COMO,1273.0,1258.0
03018175,VERRUA PO,18,PAVIA,1288.0,1293.0
03018002,ALBAREDO ARNABOLDI,18,PAVIA,223.0,245.0
03018092,MEZZANINO,18,PAVIA,1509.0,1463.0
03018081,LINAROLO,18,PAVIA,2716.0,2816.0
03018162,TRAVACO` SICCOMARIO,18,PAVIA,4280.0,4452.0
03018013,BELGIOIOSO,18,PAVIA,6427.0,6208.0
03018169,VALLE SALIMBENE,18,PAVIA,1494.0,1510.0
03018140,SANTA GIULETTA,18,PAVIA,1679.0,1662.0
03018120,REDAVALLE,18,PAVIA,1078.0,1069.0
03015007,ARCONATE,15,MILANO,6499.0,6634.0
03015166,PADERNO DUGNANO,15,MILANO,47695.0,46951.0
03013087,DIZZASCO,13,COMO,578.0,613.0
03013184,PIGRA,13,COMO,270.0,263.0
03013205,SAN FEDELE INTELVI,13,COMO,1778.0,1782.0
03013025,BLESSAGNO,13,COMO,284.0,276.0
03013179,PELLIO INTELVI,13,COMO,1053.0,1013.0
03013194,RAMPONIO VERNA,13,COMO,410.0,451.0
03013217,SORMANO,13,COMO,682.0,627.0
03013246,ZELBIO,13,COMO,218.0,212.0
03097084,VARENNA,97,LECCO,812.0,784.0
03097060,OLIVETO LARIO,97,LECCO,1212.0,1195.0
03013139,MAGREGLIO,13,COMO,666.0,668.0
03013234,VALSOLDA,13,COMO,1639.0,1593.0
03013248,SAN SIRO,13,COMO,1804.0,1754.0
03013077,CORRIDO,13,COMO,823.0,843.0
03013252,TREMEZZINA,13,COMO,5170.0,5153.0
03013207,SAN NAZZARO VAL CAVARGNA,13,COMO,348.0,328.0
03013090,DONGO,13,COMO,3491.0,3436.0
03097023,COLICO,97,LECCO,7561.0,7719.0
03013106,GARZENO,13,COMO,862.0,811.0
03013089,DOMASO,13,COMO,1462.0,1484.0
03013218,STAZZONA,13,COMO,647.0,628.0
03013178,PEGLIO,13,COMO,199.0,169.0
03013092,DOSSO DEL LIRO,13,COMO,275.0,273.0
03013062,CAVARGNA,13,COMO,248.0,228.0
03013233,VAL REZZO,13,COMO,182.0,175.0
03013047,CARLAZZO,13,COMO,2966.0,3130.0
03013204,SAN BARTOLOMEO VAL CAVARGNA,13,COMO,1049.0,1023.0
03013183,PIANELLO DEL LARIO,13,COMO,1050.0,1053.0
03013160,MUSSO,13,COMO,1017.0,983.0
03097063,PAGNONA,97,LECCO,407.0,386.0
03097032,DORIO,97,LECCO,353.0,314.0
03018115,PINAROLO PO,18,PAVIA,1730.0,1714.0
03018111,PIETRA DE` GIORGI,18,PAVIA,939.0,878.0
03018049,CIGOGNOLA,18,PAVIA,1363.0,1362.0
03018029,CANNETO PAVESE,18,PAVIA,1459.0,1368.0
03018153,STRADELLA,18,PAVIA,11674.0,11656.0
03015096,CUGGIONO,15,MILANO,8227.0,8280.0
03015038,BUSCATE,15,MILANO,4793.0,4786.0
03015027,BOLLATE,15,MILANO,36467.0,36264.0
03015009,ARESE,15,MILANO,19506.0,19257.0
03015062,CASTANO PRIMO,15,MILANO,11026.0,11252.0
03015086,CORMANO,15,MILANO,20270.0,20173.0
03015157,NOVATE MILANESE,15,MILANO,20201.0,20195.0
03015250,BARANZATE,15,MILANO,11448.0,11865.0
03015041,BUSTO GAROLFO,15,MILANO,13513.0,13785.0
03015058,CASOREZZO,15,MILANO,5384.0,5479.0
03097081,TREMENICO,97,LECCO,191.0,170.0
03014048,PIANTEDO,14,SONDRIO,1302.0,1359.0
03013107,GERA LARIO,13,COMO,969.0,1017.0
03013111,GRANDOLA ED UNITI,13,COMO,1358.0,1326.0
03013185,PLESIO,13,COMO,853.0,846.0
03013083,CREMIA,13,COMO,718.0,725.0
03013085,CUSINO,13,COMO,245.0,231.0
03013239,VERCANA,13,COMO,754.0,757.0
03013130,LIVO,13,COMO,198.0,182.0
03013249,GRAVEDONA ED UNITI,13,COMO,1358.0,4248.0
03012008,BARASSO,12,VARESE,1751.0,1664.0
03012055,COMERIO,12,VARESE,2668.0,2784.0
03012072,GAVIRATE,12,VARESE,9338.0,9331.0
03012053,COCQUIO - TREVISAGO,12,VARESE,4813.0,4744.0
03012110,ORINO,12,VARESE,866.0,863.0
03012007,AZZIO,12,VARESE,808.0,795.0
03012063,CUVIO,12,VARESE,1688.0,1674.0
03012043,CASTELLO CABIAGLIO,12,VARESE,548.0,582.0
03012062,CUVEGLIO,12,VARESE,3443.0,3428.0
03012037,CASALZUIGNO,12,VARESE,1360.0,1336.0
03012038,CASCIAGO,12,VARESE,3916.0,3841.0
03012093,LUVINATE,12,VARESE,1334.0,1310.0
