Codice,Comune,Cod_prov,Provincia,Pop2011,Pop2014
03017064,CORZANO,17,BRESCIA,1358.0,1427.0
03017167,RUDIANO,17,BRESCIA,5861.0,5822.0
03017201,VILLANUOVA SUL CLISI,17,BRESCIA,5855.0,5778.0
03017084,IRMA,17,BRESCIA,152.0,128.0
03017102,MANERBA DEL GARDA,17,BRESCIA,4985.0,5290.0
03016001,ADRARA SAN MARTINO,16,BERGAMO,2171.0,2210.0
03017111,MONTE ISOLA,17,BRESCIA,1807.0,1767.0
03017045,CASTREZZATO,17,BRESCIA,7018.0,7095.0
03020070,VOLTA MANTOVANA,20,MANTOVA,7377.0,7399.0
03020034,MEDOLE,20,MANTOVA,4026.0,4070.0
03017067,DESENZANO DEL GARDA,17,BRESCIA,27229.0,28312.0
03020044,PONTI SUL MINCIO,20,MANTOVA,2322.0,2357.0
03013040,CAMPIONE D`ITALIA,13,COMO,2121.0,2038.0
03017193,VALLIO TERME,17,BRESCIA,1337.0,1437.0
03017077,GAVARDO,17,BRESCIA,11686.0,12051.0
03020018,CAVRIANA,20,MANTOVA,3913.0,3904.0
03016212,TELGATE,16,BERGAMO,4847.0,5029.0
03017149,PONTEVICO,17,BRESCIA,7221.0,7162.0
03017180,SOIANO DEL LAGO,17,BRESCIA,1863.0,1880.0
03017173,SAN ZENO NAVIGLIO,17,BRESCIA,4671.0,4686.0
03019069,PESCAROLO ED UNITI,19,CREMONA,1608.0,1573.0
03016044,CALCIO,16,BERGAMO,5410.0,5375.0
03017139,PERTICA ALTA,17,BRESCIA,612.0,571.0
03020012,CASALROMANO,20,MANTOVA,1578.0,1493.0
03020019,CERESARA,20,MANTOVA,2708.0,2695.0
03019110,TRIGOLO,19,CREMONA,1772.0,1744.0
03019028,CELLA DATI,19,CREMONA,558.0,539.0
03017137,PAVONE DEL MELLA,17,BRESCIA,2831.0,2792.0
03016137,MONASTEROLO DEL CASTELLO,16,BERGAMO,1119.0,1164.0
03017043,CASTENEDOLO,17,BRESCIA,11215.0,11411.0
03017021,BORGOSATOLLO,17,BRESCIA,9232.0,9249.0
03016026,BIANZANO,16,BERGAMO,604.0,632.0
03019040,DEROVERE,19,CREMONA,316.0,302.0
03017136,PASSIRANO,17,BRESCIA,7191.0,7141.0
03019019,CASALETTO DI SOPRA,19,CREMONA,548.0,574.0
03015236,VERNATE,15,MILANO,3189.0,3321.0
03019027,CASTELVISCONTI,19,CREMONA,333.0,326.0
03017023,BOTTICINO,17,BRESCIA,10792.0,10945.0
03017166,ROVATO,17,BRESCIA,18352.0,19218.0
03017113,MONTICHIARI,17,BRESCIA,23339.0,24953.0
03017119,NUVOLENTO,17,BRESCIA,4073.0,3986.0
03016128,LOVERE,16,BERGAMO,5428.0,5345.0
03019075,PIEVE SAN GIACOMO,19,CREMONA,1625.0,1627.0
03019083,RIVAROLO DEL RE ED UNITI,19,CREMONA,2091.0,2017.0
03017127,OSPITALETTO,17,BRESCIA,13974.0,14362.0
03017017,BERZO INFERIORE,17,BRESCIA,2439.0,2470.0
03017005,ANFO,17,BRESCIA,487.0,472.0
03019090,SAN GIOVANNI IN CROCE,19,CREMONA,1880.0,1916.0
03019037,CREMOSANO,19,CREMONA,1555.0,1761.0
03017071,FIESSE,17,BRESCIA,2198.0,2096.0
03016235,VIADANICA,16,BERGAMO,1142.0,1139.0
03020006,BORGOFRANCO SUL PO,20,MANTOVA,803.0,782.0
03017187,TOSCOLANO MADERNO,17,BRESCIA,8111.0,8083.0
03019093,SCANDOLARA RIPA D`OGLIO,19,CREMONA,626.0,563.0
03017003,AGNOSINE,17,BRESCIA,1839.0,1813.0
03016205,SPINONE AL LAGO,16,BERGAMO,1037.0,1018.0
03016094,ENTRATICO,16,BERGAMO,1887.0,1963.0
03017174,SAREZZO,17,BRESCIA,13430.0,13589.0
03019039,CUMIGNANO SUL NAVIGLIO,19,CREMONA,442.0,456.0
03019009,CALVATONE,19,CREMONA,1296.0,1208.0
03019107,TORRE DE` PICENARDI,19,CREMONA,1801.0,1769.0
03013050,CASASCO D`INTELVI,13,COMO,433.0,459.0
03020041,PIUBEGA,20,MANTOVA,1775.0,1737.0
03019052,GUSSOLA,19,CREMONA,2968.0,2796.0
03017185,TIGNALE,17,BRESCIA,1312.0,1274.0
03017026,BRANDICO,17,BRESCIA,1653.0,1655.0
03020053,ROVERBELLA,20,MANTOVA,8649.0,8680.0
03017108,MILZANO,17,BRESCIA,1815.0,1787.0
03016211,TAVERNOLA BERGAMASCA,16,BERGAMO,2146.0,2119.0
03017097,MACLODIO,17,BRESCIA,1514.0,1467.0
03017169,SALE MARASINO,17,BRESCIA,3387.0,3393.0
03020028,GUIDIZZOLO,20,MANTOVA,6185.0,6220.0
03020042,POGGIO RUSCO,20,MANTOVA,6649.0,6641.0
03019017,CASALE CREMASCO - VIDOLASCO,19,CREMONA,1855.0,1907.0
03017082,IDRO,17,BRESCIA,1893.0,1960.0
03017059,COLOGNE,17,BRESCIA,7600.0,7653.0
03020035,MOGLIA,20,MANTOVA,6064.0,5699.0
03013044,CARATE URIO,13,COMO,1216.0,1186.0
03017066,DELLO,17,BRESCIA,5575.0,5687.0
03019092,SCANDOLARA RAVARA,19,CREMONA,1520.0,1424.0
03017170,SALO`,17,BRESCIA,10740.0,10669.0
03019114,VOLONGO,19,CREMONA,571.0,535.0
03017190,TRENZANO,17,BRESCIA,5551.0,5429.0
03017088,LENO,17,BRESCIA,14561.0,14437.0
03017029,BRESCIA,17,BRESCIA,193879.0,196058.0
03017165,RONCADELLE,17,BRESCIA,9369.0,9553.0
03019108,TORRICELLA DEL PIZZO,19,CREMONA,693.0,634.0
03017011,BARBARIGA,17,BRESCIA,2410.0,2338.0
03016177,PUMENENGO,16,BERGAMO,1694.0,1729.0
03017098,MAGASA,17,BRESCIA,152.0,140.0
03017038,CAPRIOLO,17,BRESCIA,9322.0,9433.0
03017085,ISEO,17,BRESCIA,9205.0,9202.0
03017205,ZONE,17,BRESCIA,1110.0,1092.0
03020033,MARMIROLO,20,MANTOVA,7768.0,7844.0
03017073,GAMBARA,17,BRESCIA,4809.0,4700.0
03017062,CORTE FRANCA,17,BRESCIA,7189.0,7220.0
03017048,CELLATICA,17,BRESCIA,4943.0,4999.0
03019072,PIANENGO,19,CREMONA,2617.0,2570.0
03019005,BAGNOLO CREMASCO,19,CREMONA,4841.0,4814.0
03019041,DOVERA,19,CREMONA,3957.0,3908.0
03098041,MULAZZANO,98,LODI,5768.0,5761.0
03019102,SPINO D`ADDA,19,CREMONA,7007.0,6902.0
03015222,TRIBIANO,15,MILANO,3330.0,3501.0
03098061,ZELO BUON PERSICO,98,LODI,6860.0,7245.0
03015169,PAULLO,15,MILANO,11132.0,11334.0
03098039,MERLINO,98,LODI,1778.0,1796.0
03016019,BARBATA,16,BERGAMO,743.0,718.0
03017160,REMEDELLO,17,BRESCIA,3404.0,3380.0
03013119,LAGLIO,13,COMO,957.0,896.0
03017093,LONGHENA,17,BRESCIA,620.0,584.0
03015042,CALVIGNASCO,15,MILANO,1196.0,1193.0
03017114,MONTIRONE,17,BRESCIA,5094.0,5211.0
03020029,MAGNACAVALLO,20,MANTOVA,1696.0,1597.0
03016122,ISSO,16,BERGAMO,664.0,658.0
03020015,CASTEL GOFFREDO,20,MANTOVA,12094.0,12533.0
03017040,CASTEGNATO,17,BRESCIA,7987.0,8317.0
03017199,VILLA CARCINA,17,BRESCIA,10997.0,10983.0
03017177,SENIGA,17,BRESCIA,1615.0,1519.0
03020017,CASTIGLIONE DELLE STIVIERE,20,MANTOVA,22700.0,23157.0
03016204,SOVERE,16,BERGAMO,5486.0,5460.0
03016093,ENDINE GAIANO,16,BERGAMO,3553.0,3542.0
03020061,SERMIDE,20,MANTOVA,6428.0,6252.0
03017120,NUVOLERA,17,BRESCIA,4651.0,4685.0
03019010,CAMISANO,19,CREMONA,1311.0,1286.0
03017052,CHIARI,17,BRESCIA,18887.0,18813.0
03017134,PARATICO,17,BRESCIA,4444.0,4666.0
03017195,VEROLANUOVA,17,BRESCIA,8183.0,8250.0
03013186,POGNANA LARIO,13,COMO,793.0,747.0
03020063,SOLFERINO,20,MANTOVA,2628.0,2590.0
03017152,PRALBOINO,17,BRESCIA,2981.0,2992.0
03016179,RANZANICO,16,BERGAMO,1310.0,1226.0
03015085,CORBETTA,15,MILANO,17365.0,18177.0
03019030,CICOGNOLO,19,CREMONA,932.0,978.0
03017072,FLERO,17,BRESCIA,8525.0,8751.0
03017112,MONTICELLI BRUSATI,17,BRESCIA,4388.0,4532.0
03016076,CIVIDATE AL PIANO,16,BERGAMO,5194.0,5237.0
03017122,OFFLAGA,17,BRESCIA,4297.0,4176.0
03016159,PARZANICA,16,BERGAMO,375.0,371.0
03017138,SAN PAOLO,17,BRESCIA,4553.0,4526.0
03016055,CAROBBIO DEGLI ANGELI,16,BERGAMO,4619.0,4671.0
03016158,PARRE,16,BERGAMO,2815.0,2762.0
03013122,LANZO D`INTELVI,13,COMO,1452.0,1447.0
03015012,BAREGGIO,15,MILANO,17254.0,17435.0
03020050,RIVAROLO MANTOVANO,20,MANTOVA,2661.0,2576.0
03019047,GENIVOLTA,19,CREMONA,1188.0,1246.0
03017130,PADERNO FRANCIACORTA,17,BRESCIA,3765.0,3763.0
03019004,AZZANELLO,19,CREMONA,744.0,675.0
03019071,PIADENA,19,CREMONA,3645.0,3589.0
03017074,GARDONE RIVIERA,17,BRESCIA,2757.0,2661.0
03019008,CA` D`ANDREA,19,CREMONA,482.0,431.0
03017086,ISORELLA,17,BRESCIA,4218.0,4116.0
03017007,ARTOGNE,17,BRESCIA,3545.0,3669.0
03017178,SERLE,17,BRESCIA,3119.0,3063.0
03020032,MARIANA MANTOVANA,20,MANTOVA,729.0,730.0
03098047,SAN FIORANO,98,LODI,1811.0,1845.0
03098026,FOMBIO,98,LODI,2278.0,2313.0
03098022,CORNO GIOVINE,98,LODI,1196.0,1186.0
03098033,MACCASTORNA,98,LODI,68.0,65.0
03098023,CORNOVECCHIO,98,LODI,239.0,218.0
03098053,SENNA LODIGIANA,98,LODI,2051.0,1923.0
03017090,LODRINO,17,BRESCIA,1795.0,1692.0
03017182,SULZANO,17,BRESCIA,1956.0,1954.0
03017109,MONIGA DEL GARDA,17,BRESCIA,2457.0,2504.0
03019034,CREDERA RUBBIANO,19,CREMONA,1654.0,1643.0
03017030,BRIONE,17,BRESCIA,703.0,720.0
03017158,PUEGNAGO SUL GARDA,17,BRESCIA,3258.0,3420.0
03015078,CISLIANO,15,MILANO,4057.0,4732.0
03017157,PROVAGLIO VAL SABBIA,17,BRESCIA,969.0,925.0
03013035,CABIATE,13,COMO,7394.0,7549.0
03016242,VILLONGO,16,BERGAMO,7770.0,7952.0
03020060,SCHIVENOGLIA,20,MANTOVA,1281.0,1183.0
03017150,PONTOGLIO,17,BRESCIA,7009.0,6981.0
03016033,BOSSICO,16,BERGAMO,977.0,985.0
03019022,CASALMORANO,19,CREMONA,1681.0,1657.0
03017092,LONATO DEL GARDA,17,BRESCIA,15744.0,16175.0
03017019,BIONE,17,BRESCIA,1471.0,1408.0
03016073,CHIUDUNO,16,BERGAMO,5861.0,5948.0
03016097,FARA OLIVANA CON SOLA,16,BERGAMO,1329.0,1305.0
03017058,COLLIO,17,BRESCIA,2292.0,2128.0
03016200,SOLTO COLLINA,16,BERGAMO,1709.0,1782.0
03016133,MARTINENGO,16,BERGAMO,10121.0,10370.0
03017079,GIANICO,17,BRESCIA,2219.0,2135.0
03017078,GHEDI,17,BRESCIA,18694.0,18985.0
03016101,FONTANELLA,16,BERGAMO,4339.0,4548.0
03017159,QUINZANO D`OGLIO,17,BRESCIA,6483.0,6355.0
03098038,MELETI,98,LODI,475.0,469.0
03019104,TICENGO,19,CREMONA,444.0,445.0
03019023,CASTELDIDONE,19,CREMONA,592.0,590.0
03019096,SOLAROLO RAINERIO,19,CREMONA,1017.0,978.0
03098054,SOMAGLIA,98,LODI,3708.0,3825.0
03098043,OSPEDALETTO LODIGIANO,98,LODI,1947.0,1895.0
03098035,MALEO,98,LODI,3280.0,3180.0
03098019,CODOGNO,98,LODI,15765.0,15873.0
03015191,SAN COLOMBANO AL LAMBRO,15,MILANO,7468.0,7399.0
03098030,LIVRAGA,98,LODI,2611.0,2609.0
03019076,PIZZIGHETTONE,19,CREMONA,6730.0,6593.0
03098057,TERRANOVA DEI PASSERINI,98,LODI,914.0,898.0
03098007,CAMAIRAGO,98,LODI,686.0,679.0
03098028,GRAFFIGNANA,98,LODI,2680.0,2680.0
03098010,CASALPUSTERLENGO,98,LODI,15302.0,15266.0
03098004,BORGHETTO LODIGIANO,98,LODI,4417.0,4474.0
03098006,BREMBIO,98,LODI,2707.0,2690.0
03098052,SECUGNAGO,98,LODI,2023.0,2040.0
03098014,CASTIGLIONE D`ADDA,98,LODI,4939.0,4739.0
03019044,FORMIGARA,19,CREMONA,1146.0,1086.0
03098060,VILLANOVA DEL SILLARO,98,LODI,1824.0,1845.0
03098044,OSSAGO LODIGIANO,98,LODI,1442.0,1453.0
03098050,SANT`ANGELO LODIGIANO,98,LODI,13279.0,13181.0
03098036,MARUDO,98,LODI,1556.0,1660.0
03098002,BERTONICO,98,LODI,1190.0,1159.0
03098059,VALERA FRATTA,98,LODI,1653.0,1675.0
03019049,GOMBITO,19,CREMONA,653.0,633.0
03098034,MAIRAGO,98,LODI,1429.0,1408.0
03098058,TURANO LODIGIANO,98,LODI,1576.0,1560.0
03098037,MASSALENGO,98,LODI,4257.0,4538.0
03098015,CASTIRAGA VIDARDO,98,LODI,2623.0,2728.0
03098012,CASELLE LURANI,98,LODI,3155.0,3060.0
03098005,BORGO SAN GIOVANNI,98,LODI,2180.0,2359.0
03098045,PIEVE FISSIRAGA,98,LODI,1680.0,1779.0
03098021,CORNEGLIANO LAUDENSE,98,LODI,2881.0,2946.0
03098048,SAN MARTINO IN STRADA,98,LODI,3624.0,3663.0
03019059,MONTODINE,19,CREMONA,2609.0,2544.0
03098046,SALERANO SUL LAMBRO,98,LODI,2683.0,2663.0
03098017,CAVENAGO D`ADDA,98,LODI,2294.0,2248.0
03019060,MOSCAZZANO,19,CREMONA,841.0,813.0
03098008,CASALETTO LODIGIANO,98,LODI,2719.0,2997.0
03019080,RIPALTA ARPINA,19,CREMONA,1054.0,1016.0
03018009,BASCAPE`,18,PAVIA,1777.0,1717.0
03019018,CASALETTO CEREDANO,19,CREMONA,1188.0,1187.0
03098001,ABBADIA CERRETO,98,LODI,293.0,297.0
03098024,CORTE PALASIO,98,LODI,1597.0,1549.0
03015202,SAN ZENONE AL LAMBRO,15,MILANO,4193.0,4335.0
03098055,SORDIO,98,LODI,3120.0,3299.0
03098040,MONTANASO LOMBARDO,98,LODI,2203.0,2296.0
03098031,LODI,98,LODI,44401.0,44769.0
03015071,CERRO AL LAMBRO,15,MILANO,4925.0,5070.0
03098056,TAVAZZANO CON VILLAVESCO,98,LODI,6125.0,6164.0
03098025,CRESPIATICA,98,LODI,2186.0,2193.0
03098027,GALGAGNANO,98,LODI,1214.0,1253.0
03098009,CASALMAIOCCO,98,LODI,3108.0,3130.0
03015244,VIZZOLO PREDABISSI,15,MILANO,3979.0,3903.0
03019029,CHIEVE,19,CREMONA,2255.0,2292.0
03098003,BOFFALORA D`ADDA,98,LODI,1694.0,1761.0
03019058,MONTE CREMASCO,19,CREMONA,2351.0,2317.0
03098018,CERVIGNANO D`ADDA,98,LODI,2084.0,2193.0
03016219,TREVIGLIO,16,BERGAMO,29034.0,29494.0
03016129,LURANO,16,BERGAMO,2566.0,2749.0
03016011,ARCENE,16,BERGAMO,4774.0,4787.0
03016167,POGNANO,16,BERGAMO,1571.0,1608.0
03016206,SPIRANO,16,BERGAMO,5652.0,5698.0
03016233,VERDELLO,16,BERGAMO,7829.0,8021.0
03019094,SERGNANO,19,CREMONA,3675.0,3648.0
03019084,RIVOLTA D`ADDA,19,CREMONA,8056.0,8080.0
03019091,SAN MARTINO DEL LAGO,19,CREMONA,489.0,443.0
03017188,TRAVAGLIATO,17,BRESCIA,13415.0,13884.0
03019045,GABBIONETA BINANUOVA,19,CREMONA,955.0,881.0
03015200,SANTO STEFANO TICINO,15,MILANO,4731.0,5013.0
03017144,POLAVENO,17,BRESCIA,2715.0,2592.0
03019064,OSTIANO,19,CREMONA,3067.0,2990.0
03015164,OSSONA,15,MILANO,4150.0,4292.0
03017012,BARGHE,17,BRESCIA,1195.0,1204.0
03013030,BRIENNO,13,COMO,420.0,361.0
03017132,PAITONE,17,BRESCIA,2043.0,2164.0
03016109,GANDOSSO,16,BERGAMO,1527.0,1505.0
03020049,REVERE,20,MANTOVA,2594.0,2543.0
03019043,FIESCO,19,CREMONA,1179.0,1226.0
03017145,POLPENAZZE DEL GARDA,17,BRESCIA,2572.0,2610.0
03016183,ROMANO DI LOMBARDIA,16,BERGAMO,19049.0,19914.0
03017008,AZZANO MELLA,17,BRESCIA,2900.0,3141.0
03017117,NAVE,17,BRESCIA,11142.0,11054.0
03016086,COSTA VOLPINO,16,BERGAMO,9333.0,9266.0
03016088,CREDARO,16,BERGAMO,3400.0,3537.0
03017161,REZZATO,17,BRESCIA,13429.0,13510.0
03019024,CASTEL GABBIANO,19,CREMONA,474.0,470.0
03017123,OME,17,BRESCIA,3273.0,3196.0
03098016,CAVACURTA,98,LODI,876.0,833.0
03019081,RIPALTA CREMASCA,19,CREMONA,3409.0,3463.0
03019031,CINGIA DE` BOTTI,19,CREMONA,1325.0,1295.0
03098049,SAN ROCCO AL PORTO,98,LODI,3578.0,3520.0
03098029,GUARDAMIGLIO,98,LODI,2722.0,2718.0
03098011,CASELLE LANDI,98,LODI,1687.0,1612.0
03098013,CASTELNUOVO BOCCA D`ADDA,98,LODI,1698.0,1644.0
03098051,SANTO STEFANO LODIGIANO,98,LODI,1929.0,1944.0
03098032,LODI VECCHIO,98,LODI,7401.0,7515.0
03017203,VISANO,17,BRESCIA,1953.0,2028.0
03017042,CASTEL MELLA,17,BRESCIA,10803.0,11077.0
03015101,DRESANO,15,MILANO,2992.0,3085.0
03019111,VAIANO CREMASCO,19,CREMONA,3919.0,3818.0
03019088,SAN BASSANO,19,CREMONA,2227.0,2195.0
03015051,CARUGATE,15,MILANO,14540.0,14977.0
03015014,BASIANO,15,MILANO,3686.0,3664.0
03108017,CAVENAGO DI BRIANZA,108,MONZA E DELLA BRIANZA,6807.0,7245.0
03014016,CEDRASCO,14,SONDRIO,471.0,471.0
03014011,CAIOLO,14,SONDRIO,1017.0,1068.0
03014053,POSTALESIO,14,SONDRIO,662.0,671.0
03014062,SPRIANA,14,SONDRIO,105.0,96.0
03014007,BERBENNO DI VALTELLINA,14,SONDRIO,4367.0,4246.0
03014067,TORRE DI SANTA MARIA,14,SONDRIO,839.0,791.0
03014013,CASPOGGIO,14,SONDRIO,1513.0,1427.0
03015172,PESSANO CON BORNAGO,15,MILANO,9121.0,9125.0
03015106,GESSATE,15,MILANO,8690.0,8902.0
03015044,CAMBIAGO,15,MILANO,6498.0,6805.0
03015060,CASSINA DE PECCHI,15,MILANO,13130.0,13619.0
03014002,ALBOSAGGIA,14,SONDRIO,3170.0,3128.0
03014028,FAEDO VALTELLINO,14,SONDRIO,558.0,568.0
03014023,COLORINA,14,SONDRIO,1484.0,1431.0
03015040,BUSSERO,15,MILANO,8645.0,8594.0
03020062,SERRAVALLE A PO,20,MANTOVA,1650.0,1559.0
03020004,BIGARELLO,20,MANTOVA,2171.0,2118.0
03016051,CAPRIATE SAN GERVASIO,16,BERGAMO,7819.0,8006.0
03016153,OSIO SOTTO,16,BERGAMO,11890.0,12290.0
03014051,POGGIRIDENTI,14,SONDRIO,1910.0,1894.0
03014061,SONDRIO,14,SONDRIO,22365.0,21891.0
03014015,CASTIONE ANDEVENNO,14,SONDRIO,1554.0,1558.0
03017028,BRENO,17,BRESCIA,4965.0,4891.0
03015122,LISCATE,15,MILANO,4060.0,4121.0
03015237,VIGNATE,15,MILANO,9064.0,9249.0
03098020,COMAZZO,98,LODI,2155.0,2243.0
03016227,VALNEGRA,16,BERGAMO,209.0,201.0
03016136,MOIO DE` CALVI,16,BERGAMO,208.0,223.0
03016166,PIAZZOLO,16,BERGAMO,86.0,85.0
03016165,PIAZZATORRE,16,BERGAMO,444.0,417.0
03016226,VALLEVE,16,BERGAMO,137.0,139.0
03014064,TARTANO,14,SONDRIO,194.0,193.0
03016121,ISOLA DI FONDRA,16,BERGAMO,189.0,192.0
03016036,BRANZI,16,BERGAMO,727.0,721.0
03016103,FOPPOLO,16,BERGAMO,206.0,195.0
03014063,TALAMONA,14,SONDRIO,4767.0,4722.0
03014029,FORCOLA,14,SONDRIO,842.0,820.0
03014030,FUSINE,14,SONDRIO,633.0,582.0
03016184,RONCOBELLO,16,BERGAMO,436.0,433.0
03016004,ALBINO,16,BERGAMO,18186.0,18171.0
03016197,SELVINO,16,BERGAMO,2015.0,1998.0
03016015,AVIATICO,16,BERGAMO,525.0,537.0
03016236,VIGANO SAN MARTINO,16,BERGAMO,1260.0,1322.0
03016032,BORGO DI TERZO,16,BERGAMO,1134.0,1148.0
03016130,LUZZANA,16,BERGAMO,868.0,908.0
03016110,GAVERINA TERME,16,BERGAMO,931.0,914.0
03016058,CASAZZA,16,BERGAMO,4053.0,4061.0
03020068,VILLIMPENTA,20,MANTOVA,2261.0,2232.0
03020014,CASTEL D`ARIO,20,MANTOVA,4882.0,4762.0
03020047,QUISTELLO,20,MANTOVA,5856.0,5705.0
03020046,QUINGENTOLE,20,MANTOVA,1220.0,1217.0
03019013,CAPPELLA CANTONE,19,CREMONA,590.0,566.0
03019025,CASTELLEONE,19,CREMONA,9603.0,9537.0
03019082,RIPALTA GUERINA,19,CREMONA,529.0,528.0
03019055,MADIGNANO,19,CREMONA,2992.0,2929.0
03019012,CAPERGNANICA,19,CREMONA,2094.0,2152.0
03015050,CARPIANO,15,MILANO,3916.0,4116.0
03015140,MELEGNANO,15,MILANO,17260.0,17537.0
03019035,CREMA,19,CREMONA,34144.0,34212.0
03015082,COLTURANO,15,MILANO,1975.0,2077.0
03019067,PANDINO,19,CREMONA,9147.0,8984.0
03019066,PALAZZO PIGNANO,19,CREMONA,3916.0,3832.0
03019109,TRESCORE CREMASCO,19,CREMONA,2931.0,2901.0
03015139,MEDIGLIA,15,MILANO,12187.0,12163.0
03015167,PANTIGLIATE,15,MILANO,5983.0,6036.0
03015136,MASATE,15,MILANO,3363.0,3508.0
03015210,SETTALA,15,MILANO,7465.0,7436.0
03015070,CERNUSCO SUL NAVIGLIO,15,MILANO,31058.0,33009.0
03015185,RODANO,15,MILANO,4457.0,4638.0
03015108,GORGONZOLA,15,MILANO,19649.0,20076.0
03015016,BELLINZAGO LOMBARDO,15,MILANO,3830.0,3875.0
03015142,MELZO,15,MILANO,18513.0,18523.0
03108052,CAPONAGO,108,MONZA E DELLA BRIANZA,5199.0,5288.0
03013157,MONTORFANO,13,COMO,2696.0,2635.0
03013004,ALBESE CON CASSANO,13,COMO,4139.0,4254.0
03013101,FIGINO SERENZA,13,COMO,5243.0,5233.0
03017118,NIARDO,17,BRESCIA,1944.0,1999.0
03017027,BRAONE,17,BRESCIA,673.0,654.0
03017054,CIMBERGO,17,BRESCIA,579.0,547.0
03017135,PASPARDO,17,BRESCIA,654.0,621.0
03017047,CEDEGOLO,17,BRESCIA,1256.0,1233.0
03017051,CEVO,17,BRESCIA,949.0,907.0
03017018,BIENNO,17,BRESCIA,3615.0,3521.0
03017154,PRESTINE,17,BRESCIA,402.0,382.0
03019001,ACQUANEGRA CREMONESE,19,CREMONA,1327.0,1187.0
03019050,GRONTARDO,19,CREMONA,1465.0,1462.0
03019077,POZZAGLIO ED UNITI,19,CREMONA,1451.0,1470.0
03019015,CAPRALBA,19,CREMONA,2479.0,2417.0
03019112,VAILATE,19,CREMONA,4499.0,4596.0
03016135,MISANO DI GERA D`ADDA,16,BERGAMO,2986.0,2986.0
03016047,CALVENZANO,16,BERGAMO,4030.0,4207.0
03016053,CARAVAGGIO,16,BERGAMO,16228.0,16042.0
03015059,CASSANO D`ADDA,15,MILANO,18767.0,18800.0
03015103,GAGGIANO,15,MILANO,8975.0,9060.0
03016059,CASIRATE D`ADDA,16,BERGAMO,3956.0,4091.0
03015074,CESANO BOSCONE,15,MILANO,23935.0,23535.0
03015158,NOVIGLIO,15,MILANO,4459.0,4553.0
03015189,ROZZANO,15,MILANO,41363.0,42593.0
03015115,LACCHIARELLA,15,MILANO,8480.0,8932.0
03015015,BASIGLIO,15,MILANO,8003.0,7750.0
03015024,BINASCO,15,MILANO,7268.0,7239.0
03015097,CUSAGO,15,MILANO,3547.0,3811.0
03016063,CASTEL ROZZONE,16,BERGAMO,2918.0,2941.0
03016040,BRIGNANO GERA D`ADDA,16,BERGAMO,5901.0,5988.0
03015242,VIMODRONE,15,MILANO,16612.0,17063.0
03015036,BUCCINASCO,15,MILANO,26937.0,27123.0
03015220,TREZZANO SUL NAVIGLIO,15,MILANO,19350.0,20696.0
03015093,CORSICO,15,MILANO,34507.0,35233.0
03015032,BRESSO,15,MILANO,26399.0,26255.0
03015209,SESTO SAN GIOVANNI,15,MILANO,81130.0,81490.0
03015081,COLOGNO MONZESE,15,MILANO,47794.0,47942.0
03015205,SEGRATE,15,MILANO,34352.0,34908.0
03016105,FORNOVO SAN GIOVANNI,16,BERGAMO,3305.0,3440.0
03016114,GORLAGO,16,BERGAMO,5062.0,5186.0
03016218,TRESCORE BALNEARIO,16,BERGAMO,9685.0,9968.0
03016069,CENATE SOTTO,16,BERGAMO,3463.0,3688.0
03016240,VILLA DI SERIO,16,BERGAMO,6608.0,6632.0
03016173,PRADALUNGA,16,BERGAMO,4593.0,4678.0
03016152,OSIO SOPRA,16,BERGAMO,5115.0,5222.0
03018043,CERANOVA,18,PAVIA,1834.0,2081.0
03018176,VIDIGULFO,18,PAVIA,6016.0,6264.0
03018160,TORREVECCHIA PIA,18,PAVIA,3409.0,3522.0
03018150,SIZIANO,18,PAVIA,5908.0,5939.0
03018078,LANDRIANO,18,PAVIA,6121.0,6302.0
03015173,PIEVE EMANUELE,15,MILANO,14887.0,16179.0
03018099,MONTICELLI PAVESE,18,PAVIA,737.0,691.0
03015055,CASARILE,15,MILANO,3915.0,4069.0
03018006,BADIA PAVESE,18,PAVIA,407.0,385.0
03018058,COSTA DE` NOBILI,18,PAVIA,360.0,361.0
03018139,SANTA CRISTINA E BISSONE,18,PAVIA,2026.0,2010.0
03098042,ORIO LITTA,98,LODI,2036.0,2052.0
03018048,CHIGNOLO PO,18,PAVIA,4109.0,4049.0
03018093,MIRADOLO TERME,18,PAVIA,3817.0,3801.0
03019033,CORTE DE` FRATI,19,CREMONA,1453.0,1412.0
03017010,BAGOLINO,17,BRESCIA,3968.0,3924.0
03019103,STAGNO LOMBARDO,19,CREMONA,1544.0,1564.0
03019048,GERRE DE`CAPRIOLI,19,CREMONA,1322.0,1300.0
03019006,BONEMERSE,19,CREMONA,1484.0,1528.0
03019056,MALAGNINO,19,CREMONA,1457.0,1671.0
03019100,SPINADESCO,19,CREMONA,1582.0,1549.0
03019036,CREMONA,19,CREMONA,72147.0,71657.0
03019046,GADESCO PIEVE DELMONA,19,CREMONA,2028.0,2027.0
03019068,PERSICO DOSIMO,19,CREMONA,3370.0,3422.0
03019095,SESTO ED UNITI,19,CREMONA,3000.0,3138.0
03019026,CASTELVERDE,19,CREMONA,5664.0,5791.0
03019074,PIEVE D`OLMI,19,CREMONA,1297.0,1323.0
03019099,SOSPIRO,19,CREMONA,3086.0,3186.0
03019113,VESCOVATO,19,CREMONA,4040.0,3946.0
03019038,CROTTA D`ADDA,19,CREMONA,678.0,665.0
03019065,PADERNO PONCHIELLI,19,CREMONA,1499.0,1460.0
